part,x_mm,original_area_mm2,original_Iy_mm4,original_Iz_mm4,original_Zy_mm3,original_Zz_mm3,candidate_area_mm2,candidate_Iy_mm4,candidate_Iz_mm4,candidate_Zy_mm3,candidate_Zz_mm3
Under_arm_SO101,31.5,802.7338622648886,386490.64696331666,35322.99229140661,12797.676316620858,2943.582442160986,378.8721185775047,181913.84321006257,30236.65131130116,6023.610068962563,2519.720484930267
Under_arm_SO101,32.5,781.3730729058325,382719.0067339462,34297.68638571864,12672.784181386884,2858.1402373142573,368.191834750965,179881.79052280655,29339.511456020176,5956.3201825519845,2444.958744398106
Under_arm_SO101,33.5,760.0122613014795,378691.1790585558,33272.37822514924,12539.40920249342,2772.6978422118136,357.51152860723846,177716.97863165318,28442.369343372586,5884.634480318386,2370.1968110634425
Under_arm_SO101,34.5,738.6514274518306,374398.7031069976,32247.06780943391,12397.271232796284,2687.2552568848623,385.2312001843643,203726.30416781976,28006.02497459011,6163.992384438916,2333.834746943119
Under_arm_SO101,35.5,717.2905713568807,369833.1180491201,31221.75513830874,12246.090125615108,2601.8124813700883,374.55084971055936,201193.97113674588,27108.878357840993,6072.434939761305,2259.072440458332
Under_arm_SO101,36.5,695.9296930166361,364985.96305477654,30196.440211507026,12085.585734733426,2516.369515710214,363.8704772238639,198510.94795469005,26211.7294945505,5975.930203572854,2184.3099442352272
Under_arm_SO101,37.5,674.5687924310907,359848.77729381394,29171.12302876322,11915.477914398207,2430.926359955319,353.1900827242715,195672.5288223253,25314.57838477922,5874.340382959165,2109.547258451105
Under_arm_SO101,38.5,653.2143057583237,354415.7605295205,28146.71993829927,11735.574618549757,2345.5593765238377,342.51610236986073,192676.6754168106,24418.341377087054,5767.619968334623,2034.8607456566003
Under_arm_SO101,39.5,632.103019125266,348768.6284384927,27154.754718948854,11548.581685067697,2262.895546534859,332.0853222875562,189611.3352229741,23554.5422506475,5658.799568920023,1962.877386942512
Under_arm_SO101,40.5,614.2195091970063,343794.9843237755,26375.763214127393,11383.89008194286,2197.979521993358,323.7108355171983,187069.47012666333,22889.6590457203,5568.719162716475,1907.4703501846266
Under_arm_SO101,41.5,605.8351303657216,341386.85293290525,26013.52437798388,11304.14992063205,2167.7928837767495,319.814344645023,185850.9852816745,22581.27489514026,5525.64714938792,1881.7715630372695
Under_arm_SO101,42.5,605.0428608441096,341156.1438120649,25978.728434519726,11296.510535629945,2164.892928931365,319.4428603583076,185733.12013925007,22551.528412955,5521.487208282806,1879.2922119956836
Under_arm_SO101,43.5,626.6512681418932,362339.2056165694,26417.980184184853,11108.735700933174,2199.0140486890186,341.05274307850306,202091.69765049889,22990.713454746234,5702.654786492264,1911.9269719385813
Under_arm_SO101,44.5,641.0738027682075,376415.682481563,26641.3576414095,11620.877534981935,2219.2598860842763,356.71241682957833,213294.19531641257,23258.54376401723,5841.12855634981,1936.8736615077914
Under_arm_SO101,45.5,641.1301360642129,376466.1760230192,26641.662244518637,11623.379459836855,2219.240134967786,366.5276896698067,219349.6765591006,23595.313205687096,6051.146102491567,1964.8847551598374
Under_arm_SO101,46.5,641.1309765397988,376466.83621334104,26641.725448950427,11623.413923110866,2219.198165816279,387.4641978445429,232095.86345653163,24240.363603553036,6498.6087221129965,2018.607026988091
Under_arm_SO101,47.5,641.1316029820266,376467.380215174,26641.769776331028,11623.44349897237,2219.1547998601272,423.6139259655868,253652.84878878781,25127.68138403591,7264.658113512703,2092.556752988815
Under_arm_SO101,48.5,641.1321141992835,376467.88674922264,26641.802177338046,11623.472178999365,2219.1103771848652,489.8953518073348,292067.66956492455,26132.890644147818,8651.875477318239,2176.406269256464
Under_arm_SO101,49.5,641.1325133154039,376468.358300743,26641.822882566834,11623.500089212313,2219.064909305009,641.1325133393018,376468.3583199006,26641.822885008063,11623.500090184456,2219.0649094536197
Under_arm_SO101,50.5,641.1328003303945,376468.7948691077,26641.831901655416,11623.527229554027,2219.0183969048526,641.1328003565642,376468.79488980415,26641.831904376624,11623.527230606782,2219.0183970952476
Under_arm_SO101,51.5,641.1329323788095,376469.16239276464,26641.826178555842,11623.551871964017,2218.970689828708,641.1329316057216,376469.1617783142,26641.82612413529,11623.551840794471,2218.970687235889
Under_arm_SO101,52.5,641.1328856240431,376469.4418694466,26641.80403918866,11623.573052975407,2218.9217062766747,641.1328845604783,376469.4410264821,26641.803962762468,11623.573010189677,2218.921702610119
Under_arm_SO101,53.5,638.2573769653176,373738.2790517045,26603.447528800345,11514.998457868765,2215.759431925445,638.2565848737886,373737.6154996102,26603.44308499468,11514.965270166724,2215.7596486116036
